"id","price","sent","cond","year","built","lat","lon","sq.m.h","sq.m.block","sq.m.pool","reno","bedrooms","bathrooms","environ"
1,1.62016372289065,0,1.254,5,1,0.214292386167818,0.0870801669691538,0.734346988262347,0.864753922179359,0.680871979370673,"0",3,3,1
2,1.23389820971159,0,2.626,2,2,1.04368478552843,0.175831949918982,1.59091024292343,0.0230385733342415,-1.07651796749734,"0",5,4,1
3,0.968606139944906,0,1.285,9,2,0.606694521912293,0.0777294735788834,0.72621386689544,-0.526041059326276,-1.07651796749734,"0",2,3,1
4,-0.155688275538767,1,2.521,3,2,0.196032855601255,0.104240128073335,-0.881743639594512,-0.649315634859638,-1.07651796749734,"0",5,2,1
5,-0.91789733859664,1,0.92,5,4,-0.537505627641691,0.237169111638833,0.36387284097893,0.195920717317505,-1.07651796749734,"0",5,2,2
6,0.641508967682934,0,-0.878,11,10,0.554885914601583,0.23596188718835,1.95037716114626,0.516765013678713,1.04574736738871,"0",4,4,0
7,0.534987704312444,0,1.481,2,2,-0.636510864257337,0.438453513608849,-0.581636626619987,4.67967128516024,-1.07651796749734,"0",3,2,0
8,2.16463817924484,0,-0.542,12,8,0.204074769894901,0.328646412498275,2.35848108840176,0.393948708828899,1.06562454238792,"0",4,4,1
9,0.315455497267178,1,1.672,9,2,0.184814020364649,0.0922939999331341,0.494420013450843,-0.398317856165225,-1.07651796749734,"0",4,3,2
10,0.16411827481614,1,-1.148,4,10,-0.875245669436208,0.188601713534769,0.539228218654402,0.528620511641198,0.90770170531202,"0",3,3,1
11,-1.75905477429749,1,-0.546,10,2,-0.17005239152978,0.183621122387081,-2.1213800707546,-0.170770716679239,-1.07651796749734,"0",0,1,1
12,0.192964604181089,1,-1.213,2,5,0.566676101191977,0.364551353716755,-0.397605991347282,-0.825678783539734,1.04574736738871,"0",1,2,1
13,-0.518485384984101,1,-0.265,10,8,1.20150860900981,0.196229886506974,0.325105197756639,-0.368007987394615,0.899807814250145,"0",4,2,2
14,-0.115836175499215,1,0.013,2,8,-0.803156526223206,0.414469981617303,-0.766361035871598,0.155098392107387,0.964829316607337,"0",3,2,1
15,2.64108541131609,0,-0.33,4,10,0.561919785653511,0.232166675560227,1.55206926491808,0.988759283353691,1.05583633468569,"0",4,3,1
16,0.188208777847434,1,-1.386,2,10,-1.10786815564497,0.208666952517595,0.457904539084238,-0.344327962320217,0.90770170531202,"0",3,2,2
17,-1.05305912875693,1,0.06,7,5,1.15582840596924,0.22602212215778,0.626196333683902,0.394969393341813,-1.07651796749734,"0",3,2,1
18,-0.604792890344418,1,1.06,10,2,0.885200415933552,0.110370403486699,-1.43705601605996,-0.0529920056299108,-1.07651796749734,"0",3,1,1
19,-0.240180805886007,1,-1.385,6,7,1.20700466459189,0.277972287276182,-0.202787912893247,0.124462279316616,0.915410276542076,"0",3,2,1
20,-0.492786545278705,1,-1.011,10,8,0.440301025683013,0.398375238096157,0.245458243640405,-0.988838908485559,0.930304895738453,"0",3,2,1
22,-0.0942889361356489,0,-0.803,1,6,-0.757049015796114,0.202119521251303,-0.641504452077714,-0.0945672593937396,0.977683014537283,"0",2,2,2
24,-0.194469930840599,1,-0.368,11,8,0.219536515876681,0.159877886894201,0.245458243640405,-0.467983559435473,-1.07651796749734,"0",4,2,0
25,0.222925653938484,1,0.696,9,6,1.15675913205076,0.297298041820384,0.27566476152367,0.751227980714307,0.648171344223262,"0",4,2,2
28,0.0656711708030917,1,-1.234,11,8,0.263347487491745,0.389781296927424,0.774567611664396,-0.234568204948999,1.07512940436016,"0",4,2,1
29,0.916253129720911,1,-0.278,4,9,0.604326379811837,0.109967228646813,-0.55230276771697,-1.86003637908626,-1.07651796749734,"0",3,2,1
31,0.125779852429354,1,0.8,10,5,-0.28846489993531,0.125357905293836,0.194173711051209,0.389856796076349,0.937506282039591,"0",4,3,1
32,0.405011095429005,1,0.33,4,4,0.562359143948501,0.318358576508482,1.35299675598032,0.136047638157338,0.883426859160554,"0",4,3,1
34,0.0755160464993138,1,-0.893,9,9,0.726628685115895,0.346362435463903,0.295574461425045,-0.704228787702083,0.899807814250145,"0",3,2,1
36,0.935749569733644,0,-1.09,10,3,-3.16571025756936,-4.0535048745615,0.774567611664396,1.28934221749016,0.696077012901274,"1",3,2,3
37,-0.245324099391978,1,1.858,6,1,0.8758946954825,0.154655750534139,-0.848155096719052,-0.570421849992211,-1.07651796749734,"0",3,2,1
38,-0.335431368161721,1,-1.156,4,10,-0.174145356222539,0.144733869886779,-0.357237761059728,-1.7341763304858,-1.07651796749734,"0",3,2,1
39,-0.500117691159018,1,-0.242,9,5,-0.27707643550646,0.311315091703038,0.087872511321565,0.0523596829013701,-1.07651796749734,"0",4,2,1
40,1.5574833295745,1,-0.285,4,10,0.912056712817348,0.311096799891584,1.15431682346935,-0.404477872081519,0.922942029994825,"0",5,4,1
41,1.19076787901112,1,-0.449,11,8,0.158588101672732,0.524291062593805,1.75001619192662,0.644127075110899,1.12299267836575,"0",5,4,0
42,-0.319461872150546,1,0.046,10,9,-0.0117698843115777,0.274532504591791,0.467090384680711,-0.305923866421229,0.857213208516673,"0",3,2,3
43,1.1541025333476,1,0.656,1,4,0.173474633385597,0.268885438915223,-0.178068475029209,0.0769047327925854,0.915410276542076,"0",2,2,1
44,-0.823596262426823,1,0.943,12,5,0.278984172173866,0.495473068704979,-0.240395782938913,0.390881153768391,1.03533857026718,"0",3,2,2
46,1.14044834646641,1,-1.209,1,10,0.410903259192547,0.162357093136726,-0.370611703912172,-1.75421039864964,-1.07651796749734,"0",4,2,1
47,-0.686443865729758,1,0.072,11,6,-0.130253234395801,0.297191993487726,0.448680178299272,0.347044312322109,1.04058420984568,"0",4,3,2
48,-0.224235872343995,1,-0.549,9,7,-0.340807053643096,0.248577172437785,0.0102823652036135,0.115369231002724,1.11061545733516,"0",4,2,1
53,-1.86737469631326,1,0.562,11,2,-0.93346137275034,0.226520699236519,-1.33075481633031,-0.68299603256166,-1.07651796749734,"0",3,1,1
57,0.94262549652941,0,1.501,9,6,1.0575301956268,0.196581828574943,0.583141988507354,0.264302820988274,0.944553120162133,"0",3,3,0
58,-1.32174831904238,1,1.467,9,2,-0.0300424249872405,0.152281267569136,-1.48105761930245,-0.402420828165335,-1.07651796749734,"0",3,2,1
60,-0.13886740146268,1,0.007,4,10,-0.0857044732083452,0.149793942983272,0.141665089080999,-0.311602549005403,0.438949408057563,"0",4,3,1
62,0.945441918114766,0,-0.832,12,6,0.273177384727491,0.322877163019758,1.04429355692581,0.74973476935549,1.08436686453751,"0",6,3,1
64,-0.309966533269195,1,0.797,11,3,0.93892254846948,0.114413286822679,0.325105197756639,0.0509804295553499,-1.07651796749734,"0",2,2,0
65,1.45496779043532,0,-1.351,4,8,0.134000856916173,0.265446237564476,1.52389977859846,-0.0364797736061179,1.0704113626424,"0",5,4,0
66,-1.81423671982093,1,-0.191,12,6,-0.416503025609705,0.272929382705367,-0.881743639594512,-0.113543923641605,-1.07651796749734,"0",3,2,1
67,0.727281601820666,0,-0.729,7,9,0.930852840147538,0.399194150650493,0.087872511321565,-0.197921296719367,0.990052463973834,"0",1,2,1
68,0.19864986391968,1,0.036,10,8,0.36338491079371,0.384869957696686,1.00875147818942,-0.0290526533499321,1.04058420984568,"0",3,2,1
69,0.697484912932015,1,1.335,2,1,0.445444204188845,0.157186605804349,-0.494782973067796,-1.81651871911137,-1.07651796749734,"0",2,2,1
70,1.36551592304315,1,-0.68,2,5,0.64893929660583,0.3175147428181,0.660043260119957,0.833952039290486,0.90770170531202,"0",3,2,1
71,-0.510838891277901,1,-0.312,7,9,0.770697063513021,0.315190149073032,-1.61860283131052,-2.1346171056784,0.71060903261902,"0",2,2,1
72,1.30220770387749,0,-0.99,5,5,-3.16585796729375,-4.05356692584137,-0.00102874878305788,0.260864750440572,0.899807814250145,"0",3,2,2
73,0.854407699642495,1,1.396,9,5,0.839140618727485,0.244682225842156,0.194173711051209,0.111449869136214,0.977683014537283,"0",4,2,1
75,-0.0398956653498144,1,-1.319,9,9,0.7739384145063,0.392145153981667,-0.466577371033389,-1.22498701715547,0.922942029994825,"0",3,2,1
77,0.784619501097869,1,-1.058,1,10,0.387287732982886,0.155687940674268,-0.240395782938913,-1.68875712045908,-1.07651796749734,"0",1,3,0
79,-0.160803076429038,1,-0.648,6,8,-0.2124083868794,0.356539098758648,-0.105534207713757,2.56442872742931,0.922942029994825,"0",4,2,1
80,-1.15875676201567,1,0.771,11,7,0.942497905322314,0.228030221567001,-1.13242178773704,-0.179185932355398,0.818650468542946,"0",3,2,1
81,-0.179551981102424,0,0.752,9,4,-1.29473682551047,0.406288874524252,-1.13242178773704,1.37401854645724,-1.07651796749734,"0",3,1,1
82,1.96376391700838,0,0.106,9,10,0.361508994488047,0.0876660591630599,1.90793198302999,-0.319218453641705,0.990052463973834,"0",3,2,1
83,-0.449157396542847,1,2.639,11,2,0.801781451190329,0.162413566389085,0.392506739644483,-0.307813615399291,-1.07651796749734,"0",6,3,0
84,0.386551306922304,1,-0.536,4,8,-0.696401150543039,0.406489818464597,1.20077419914471,-0.192781001316187,1.06562454238792,"0",5,3,1
85,2.14474704246448,0,2.276,8,6,0.419274341559608,0.176941949704947,0.994372297431357,-0.208272036168623,-1.07651796749734,"0",3,2,2
87,2.65753637572825,0,-1.165,10,8,1.16068084695851,0.110091789672121,2.83772727295322,1.52237789144734,1.16830486383335,"0",6,6,1
88,0.185114814487621,1,2.614,4,4,1.18841669077553,0.125367079302574,-0.023826950978613,-0.174129343002329,-1.07651796749734,"1",4,3,1
89,-0.968891281821387,1,-0.868,12,7,0.0161230540185475,0.27912927788058,-0.105534207713757,-0.268772985068779,1.0300077704914,"0",3,2,2
90,2.61869458856424,1,-1.024,4,3,-3.16584624454016,-4.05335607528792,-0.00102874878305788,0.083629935440028,0.874919387086991,"1",3,2,1
91,1.848150103402,1,0.806,1,4,0.361380899280473,0.317092380570535,-0.129447560811363,-0.100857736709098,-1.07651796749734,"0",4,2,0
93,-0.561648029216422,1,-0.142,9,2,-3.16579515576519,-4.05347248678718,-2.18165800094353,-0.664736730617,-1.07651796749734,"0",3,1,1
94,-0.466297858106842,1,-1.197,8,2,0.147594952852406,0.109802316145644,-1.43705601605996,-0.350201957281215,-1.07651796749734,"0",4,1,1
98,-0.238549332880815,1,-0.611,4,6,0.959538197558841,0.472892451739788,-1.43705601605996,2.62788775779523,-1.07651796749734,"1",2,2,1
